Location,Period,Indicator,Dim1,Tooltip,FactValueForMeasure,FactValueString
Antigua and Barbuda,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,131.6,131.6,131.6
Argentina,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,111.4,111.4,111.4
Argentina,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,143.2,143.2,143.2
Argentina,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,79.71,79.71,79.71
Argentina,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,112.7,112.7,112.7
Argentina,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,145.1,145.1,145.1
Argentina,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,80.5,80.5,80.5
Argentina,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,112.8,112.8,112.8
Argentina,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,145.3,145.3,145.3
Argentina,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,80.36,80.36,80.36
Argentina,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,116.5,116.5,116.5
Argentina,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,150.8,150.8,150.8
Argentina,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,82.3,82.3,82.3
Argentina,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,117.7,117.7,117.7
Argentina,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,152.2,152.2,152.2
Argentina,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,83.44,83.44,83.44
Argentina,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,117.9,117.9,117.9
Argentina,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,152.4,152.4,152.4
Argentina,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,83.71,83.71,83.71
Argentina,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,118.7,118.7,118.7
Argentina,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,153,153,153
Argentina,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,84.75,84.75,84.75
Argentina,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,123.1,123.1,123.1
Argentina,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,158.5,158.5,158.5
Argentina,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,88.07,88.07,88.07
Argentina,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,123.5,123.5,123.5
Argentina,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,161.6,161.6,161.6
Argentina,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,85.56,85.56,85.56
Argentina,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,126.3,126.3,126.3
Argentina,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,165.1,165.1,165.1
Argentina,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,87.85,87.85,87.85
Argentina,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,124.2,124.2,124.2
Argentina,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,162.2,162.2,162.2
Argentina,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,86.48,86.48,86.48
Argentina,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,124.9,124.9,124.9
Argentina,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,163.1,163.1,163.1
Argentina,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,86.96,86.96,86.96
Argentina,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,127.8,127.8,127.8
Argentina,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,166.1,166.1,166.1
Argentina,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,89.71,89.71,89.71
Argentina,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,134.4,134.4,134.4
Argentina,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,175.5,175.5,175.5
Argentina,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,93.46,93.46,93.46
Argentina,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,137.1,137.1,137.1
Argentina,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,181.7,181.7,181.7
Argentina,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,92.43,92.43,92.43
Argentina,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,137.6,137.6,137.6
Argentina,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,181.5,181.5,181.5
Argentina,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,93.64,93.64,93.64
Argentina,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,138.5,138.5,138.5
Argentina,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,182.9,182.9,182.9
Argentina,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,94.08,94.08,94.08
Armenia,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,116.4,116.4,116.4
Armenia,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,176.4,176.4,176.4
Armenia,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,65.18,65.18,65.18
Armenia,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,121.3,121.3,121.3
Armenia,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,182.1,182.1,182.1
Armenia,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,69,69,69
Armenia,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,118.5,118.5,118.5
Armenia,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,179.6,179.6,179.6
Armenia,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,66.02,66.02,66.02
Armenia,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,121.1,121.1,121.1
Armenia,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,181.4,181.4,181.4
Armenia,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,69.2,69.2,69.2
Armenia,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,130.6,130.6,130.6
Armenia,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,194.3,194.3,194.3
Armenia,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,75.33,75.33,75.33
Armenia,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,135.2,135.2,135.2
Armenia,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,201.6,201.6,201.6
Armenia,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,77.39,77.39,77.39
Armenia,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,137.9,137.9,137.9
Armenia,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,203.1,203.1,203.1
Armenia,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,80.9,80.9,80.9
Armenia,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,142.1,142.1,142.1
Armenia,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,210.9,210.9,210.9
Armenia,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,81.55,81.55,81.55
Armenia,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,144.3,144.3,144.3
Armenia,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,210.7,210.7,210.7
Armenia,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,85.83,85.83,85.83
Armenia,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,136.8,136.8,136.8
Armenia,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,201.1,201.1,201.1
Armenia,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,80.25,80.25,80.25
Armenia,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,144.7,144.7,144.7
Armenia,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,211.3,211.3,211.3
Armenia,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,85.79,85.79,85.79
Armenia,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,139.7,139.7,139.7
Armenia,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,201.9,201.9,201.9
Armenia,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,84.8,84.8,84.8
Armenia,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,134,135,134
Armenia,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,193.6,193.6,193.6
Armenia,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,83.58,83.58,83.58
Armenia,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,136.7,136.7,136.7
Armenia,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,194.3,194.3,194.3
Armenia,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,86.49,86.49,86.49
Armenia,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,136.9,136.9,136.9
Armenia,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,197.3,197.3,197.3
